1523267253.996311,5.25,41.45 
1523267255.1904721,5.25,41.45 
1523267256.3925707,5.25,41.45 
1523267257.5104392,5.25,41.45 
1523267258.630959,5.25,41.45 
1523267259.749185,5.25,41.45 
1523267260.8692126,5.25,41.45 
1523267261.9913456,5.25,41.45 
1523267263.1102457,5.25,41.45 
1523267264.2297885,5.25,41.45 
1523267265.3678324,5.25,41.45 
1523267266.470126,5.25,41.45 
1523267267.590223,5.25,41.45 
1523267268.7103035,5.25,41.45 
1523267269.8304927,5.25,41.45 
1523267271.190797,5.25,41.45 
1523267272.3928761,5.25,41.45 
1523267273.5970905,5.25,41.45 
1523267274.7901437,5.25,41.45 
1523267275.91175,5.25,41.45 
1523267277.031618,5.25,41.45 
1523267278.1498067,5.25,41.45 
1523267279.2699046,5.25,41.45 
1523267280.3919437,5.25,41.45 
1523267281.5081828,5.25,41.45 
1523267282.6323657,5.25,41.45 
1523267283.7506266,5.25,41.45 
1523267284.8687785,5.31,41.56 
1523267285.990892,5.25,41.45 
1523267287.113025,5.25,41.45 
1523267288.2291994,5.25,41.45 
1523267289.3513336,5.25,41.45 
1523267290.7896056,5.25,41.45 
1523267291.9116778,5.25,41.45 
1523267293.029912,5.25,41.45 
1523267294.1500344,5.25,41.45 
1523267295.2703066,5.25,41.45 
1523267296.7104757,5.25,41.45 
1523267297.8305862,5.25,41.45 
1523267298.9487522,5.25,41.45 
1523267300.0689793,5.25,41.45 
1523267301.1890545,5.25,41.45 
1523267302.309244,5.25,41.45 
1523267303.4334202,5.25,41.45 
1523267304.549637,5.25,41.45 
1523267305.6718037,5.25,41.45 
1523267306.7901309,5.25,41.45 
1523267307.9174805,5.25,41.45 
1523267309.0302243,5.25,41.45 
1523267310.1525161,5.31,41.56 
1523267311.270608,5.31,41.56 
1523267312.3929067,5.31,41.56 
1523267313.5088453,5.31,41.56 
1523267314.6310706,5.31,41.56 
1523267315.7492452,5.31,41.56 
1523267316.8693693,5.31,41.56 
1523267317.989576,5.31,41.56 
1523267319.1098769,5.31,41.56 
1523267320.2299044,5.31,41.56 
1523267321.3500552,5.31,41.56 
1523267322.4702008,5.31,41.56 
1523267323.5924208,5.31,41.56 
1523267324.7105062,5.31,41.56 
1523267325.830689,5.31,41.56 
1523267326.9508054,5.31,41.56 
1523267328.0731213,5.31,41.56 
1523267329.1892183,5.38,41.68 
1523267330.3113308,5.31,41.56 
1523267331.4297743,5.38,41.68 
1523267332.5496216,5.38,41.68 
1523267333.6701047,5.38,41.68 
1523267334.7921662,5.38,41.68 
1523267335.9102275,5.38,41.68 
1523267337.0304782,5.38,41.68 
1523267338.1505277,5.38,41.68 
1523267339.2706325,5.38,41.68 
1523267340.3908362,5.38,41.68 
1523267341.5129967,5.38,41.68 
1523267342.6315496,5.38,41.68 
1523267343.829349,5.38,41.68 
1523267344.949478,5.38,41.68 
1523267346.0698047,5.38,41.68 
1523267347.1960077,5.44,41.79 
1523267348.3119683,5.44,41.79 
1523267349.4306955,5.44,41.79 
1523267350.5504375,5.44,41.79 
1523267351.6705484,5.44,41.79 
1523267352.788763,5.44,41.79 
1523267353.9108052,5.44,41.79 
1523267355.0289745,5.44,41.79 
1523267356.149544,5.44,41.79 
1523267357.271516,5.44,41.79 
1523267358.3895578,5.44,41.79 
1523267359.5111384,5.44,41.79 
1523267360.6297877,5.44,41.79 
1523267361.7500432,5.44,41.79 
1523267362.8703284,5.44,41.79 
1523267363.99244,5.44,41.79 
1523267365.1104276,5.44,41.79 
1523267366.230833,5.44,41.79 
1523267367.3529088,5.44,41.79 
1523267368.5489414,5.44,41.79 
1523267369.6720557,5.44,41.79 
1523267370.7914102,5.44,41.79 
1523267371.9094973,5.44,41.79 
1523267373.0368345,5.44,41.79 
1523267374.1518443,5.44,41.79 
1523267375.269934,5.38,41.68 
1523267376.392159,5.38,41.68 
1523267377.5103645,5.38,41.68 
1523267378.6304944,5.38,41.68 
1523267379.7506607,5.31,41.56 
1523267380.8709319,5.31,41.56 
1523267381.9909768,5.31,41.56 
1523267383.1110377,5.31,41.56 
1523267384.2292876,5.31,41.56 
1523267385.3505461,5.25,41.45 
1523267386.469574,5.25,41.45 
1523267387.5977798,5.25,41.45 
1523267388.712022,5.25,41.45 
1523267389.8302,5.25,41.45 
1523267391.0303082,5.25,41.45 
1523267392.1505477,5.25,41.45 
1523267393.2708704,5.25,41.45 
1523267394.550888,5.25,41.45 
1523267395.6709611,5.25,41.45 
1523267396.7891853,5.25,41.45 
1523267397.9933546,5.25,41.45 
1523267399.109421,5.25,41.45 
1523267400.2296786,5.25,41.45 
1523267401.3697786,5.25,41.45 
1523267402.470071,5.25,41.45 
1523267403.5901995,5.25,41.45 
1523267404.710307,5.25,41.45 
1523267405.8325841,5.25,41.45 
1523267406.9505937,5.25,41.45 
1523267408.070806,5.25,41.45 
1523267409.190945,5.25,41.45 
1523267410.665213,5.25,41.45 
1523267411.8313384,5.25,41.45 
1523267412.949447,5.25,41.45 
1523267414.0696921,5.25,41.45 
1523267415.191967,5.25,41.45 
1523267416.3102984,5.25,41.45 
1523267417.434031,5.25,41.45 
1523267418.5764072,5.25,41.45 
1523267419.670597,5.25,41.45 
1523267420.7907481,5.25,41.45 
1523267421.9109108,5.25,41.45 
1523267423.031042,5.25,41.45 
1523267424.151056,5.25,41.45 
1523267425.2733576,5.31,41.56 
1523267426.4694984,5.31,41.56 
1523267427.6696777,5.31,41.56 
1523267428.7897966,5.31,41.56 
1523267429.9119763,5.31,41.56 
1523267431.0305529,5.31,41.56 
1523267432.198443,5.31,41.56 
1523267433.3524828,5.31,41.56 
1523267434.6326654,5.31,41.56 
1523267435.7508771,5.31,41.56 
1523267436.871038,5.31,41.56 
1523267437.9911237,5.31,41.56 
1523267439.1894054,5.31,41.56 
1523267440.3919797,5.31,41.56 
1523267441.5117056,5.31,41.56 
1523267442.6317682,5.38,41.68 
1523267443.7500348,5.38,41.68 
1523267444.8722336,5.38,41.68 
1523267445.9903784,5.38,41.68 
1523267447.114541,5.38,41.68 
1523267448.2306786,5.38,41.68 
1523267449.3508985,5.38,41.68 
1523267450.4710653,5.38,41.68 
1523267451.595306,5.44,41.79 
1523267452.7093165,5.38,41.68 
1523267453.8596063,5.44,41.79 
1523267454.951641,5.44,41.79 
1523267456.071839,5.44,41.79 
1523267457.1900654,5.44,41.79 
1523267458.3121316,5.44,41.79 
1523267459.430261,5.44,41.79 
1523267460.5507245,5.44,41.79 
1523267461.6706734,5.44,41.79 
1523267462.7928636,5.5,41.9 
1523267463.9109774,5.5,41.9 
1523267465.031149,5.5,41.9 
1523267466.151285,5.56,42.01 
1523267467.3496134,5.56,42.01 
1523267468.4716425,5.56,42.01 
1523267469.5901082,5.56,42.01 
1523267470.7115693,5.56,42.01 
1523267471.8300853,5.62,42.12 
1523267473.004317,5.62,42.12 
1523267474.1506686,5.62,42.12 
1523267475.2706187,5.62,42.12 
1523267476.3909192,5.62,42.12 
1523267477.5109205,5.62,42.12 
1523267478.63123,5.62,42.12 
1523267479.753405,5.69,42.24 
1523267480.949645,5.69,42.24 
1523267482.0696988,5.69,42.24 
1523267483.1958954,5.69,42.24 
1523267484.3902154,5.69,42.24 
1523267485.5141375,5.69,42.24 
1523267486.6303034,5.69,42.24 
1523267487.750616,5.75,42.35 
1523267488.870614,5.75,42.35 
1523267489.9948313,5.75,42.35 
1523267491.1109166,5.75,42.35 
1523267492.2312162,5.75,42.35 
1523267493.431361,5.75,42.35 
1523267494.5555484,5.75,42.35 
1523267495.7515378,5.81,42.46 
1523267496.8698103,5.81,42.46 
1523267497.9901695,5.81,42.46 
1523267499.1101494,5.81,42.46 
1523267500.2327302,5.81,42.46 
1523267501.3505986,5.81,42.46 
1523267502.5026395,5.81,42.46 
1523267503.6708512,5.81,42.46 
1523267504.795031,5.88,42.58 
1523267505.9111636,5.88,42.58 
1523267507.03535,5.88,42.58 
1523267508.1514657,5.88,42.58 
